policyRef,personalityId,family,motivation,operatingStyle,structureOrientation,administrationMode,ownershipMode,allocationMode,legitimacyBasis,authoritySource,loquacity,emotionalTemperature,outlookOrientation,collaborativePosture,overriddenFields
PERSONALITY_PROFILE_DIMENSIONS_V1,STEWARDSHIP_GUARDIAN_OWNER_CONFLICT,STEWARDSHIP,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,STEWARDSHIP_HABITAT_ENGINEERING_EXPRESSION,STEWARDSHIP,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,STEWARDSHIP_LIVING_SYSTEM_CONFLICT,STEWARDSHIP,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,STEWARDSHIP_REALM_KEEPER_CONFLICT,STEWARDSHIP,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,STEWARDSHIP_SEED_DISPERSAL_EXPRESSION,STEWARDSHIP,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,STEWARDSHIP_WASTE_RECYCLING_EXPRESSION,STEWARDSHIP,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,TRADITION_APPROPRIATION_WOUND,TRADITION,ALTRUISTIC,TEAMWORK,ORDERED,CENTRALIZED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,TRADITION_FORAGING_TRADITION_EXPRESSION,TRADITION,ALTRUISTIC,TEAMWORK,ORDERED,CENTRALIZED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,TRADITION_FOUNDER_SHADOW_CONFLICT,TRADITION,ALTRUISTIC,TEAMWORK,ORDERED,CENTRALIZED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,TRUST_ALARM_RELIABILITY_EXPRESSION,TRUST,RECIPROCAL,TEAMWORK,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,TRUST_COMPULSION_DOUBT_CONFLICT,TRUST,RECIPROCAL,TEAMWORK,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,TRUST_FRAUD_AND_EXTRACTION_WOUND,TRUST,RECIPROCAL,TEAMWORK,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,PESSIMISTIC,HELPFUL,outlookOrientation
PERSONALITY_PROFILE_DIMENSIONS_V1,TRUST_TRUST_BY_PROXIMITY_EXPRESSION,TRUST,RECIPROCAL,TEAMWORK,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,TRUTH_CAMOUFLAGE_EXPRESSION,TRUTH,RECIPROCAL,SITUATIONAL,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TO_THE_POINT,JOYFUL,OPTIMISTIC,JUST_ENOUGH,loquacity
PERSONALITY_PROFILE_DIMENSIONS_V1,TRUTH_GLAMOUR_DEPENDENCE_CONFLICT,TRUTH,RECIPROCAL,SITUATIONAL,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,TRUTH_HONEST_SIGNAL_EXPRESSION,TRUTH,RECIPROCAL,SITUATIONAL,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,TRUTH_LIVING_LIE_CONFLICT,TRUTH,RECIPROCAL,SITUATIONAL,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,TRUTH_MIMICRY_EXPRESSION,TRUTH,RECIPROCAL,SITUATIONAL,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,TRUTH_OFFICIAL_DENIAL_WOUND,TRUTH,RECIPROCAL,SITUATIONAL,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,TRUTH_PROPAGANDA_WOUND,TRUTH,RECIPROCAL,SITUATIONAL,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,VENGEANCE_BLOOD_FEUD_WOUND,VENGEANCE,SELFISH,SOLO,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,MARTIAL,ELECTION,TO_THE_POINT,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,VENGEANCE_DELAYED_RETALIATION_EXPRESSION,VENGEANCE,SELFISH,SOLO,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,MARTIAL,ELECTION,TO_THE_POINT,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,VENGEANCE_MEMORY_PERFECT_CONFLICT,VENGEANCE,SELFISH,SOLO,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,MARTIAL,ELECTION,TO_THE_POINT,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,VENGEANCE_WRONG_TARGET_CONFLICT,VENGEANCE,SELFISH,SOLO,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,MARTIAL,ELECTION,TO_THE_POINT,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,
