researchUnitId,unitType,populationKind,initialRegion,groupIds,breedIds,personalityId,terrainBroad,terrainSpecific,status,evidenceRefs,inheritedBreedCount,inheritedBreedIds
CLT_CATALAN,HUMAN_CULTURE,HUMAN,R11,H01,BRD_HUMAN_CATALAN_CATALAN,COOPERATION_CIRCLE_DEPENDENT_POWER_CONFLICT,BUILT_ENVIRONMENT,CITY | VILLAGE,SIMULATION_READY,EVD_JRN_R11_B01_CLT_CATALAN_PERSONALITY_ID_001 | EVD_JRN_R11_B01_CLT_CATALAN_TERRAIN_BROAD_001 | EVD_JRN_R11_B01_CLT_CATALAN_TERRAIN_SPECIFIC_001,1,BRD_HUMAN_CATALAN_CATALAN
CLT_CAUCASUS_HIGHLAND_GEORGIAN_NORTH_CAUCASIAN,HUMAN_CULTURE,HUMAN,R15,H04,BRD_HUMAN_CAUCASUS_HIGHLAND_GEORGIAN_NORTH_CAUCASIAN_GEORGIAN | BRD_HUMAN_CAUCASUS_HIGHLAND_GEORGIAN_NORTH_CAUCASIAN_LAZ_GEORGIAN | BRD_HUMAN_CAUCASUS_HIGHLAND_GEORGIAN_NORTH_CAUCASIAN_LEZGIN | BRD_HUMAN_CAUCASUS_HIGHLAND_GEORGIAN_NORTH_CAUCASIAN_NORTH_CAUCASIAN,BOUNDARIES_LAND_BOUNDARY_WOUND,MOUNTAIN | FOREST | GRASSLAND,ALPINE | MONTANE_FOREST | PLATEAU,SIMULATION_READY,EVD_JRN_R15_B01_CLT_CAUCASUS_HIGHLAND_GEORGIAN_NORTH_CAUCASIAN_PERSONALITY_ID_001 | EVD_JRN_R15_B01_CLT_CAUCASUS_HIGHLAND_GEORGIAN_NORTH_CAUCASIAN_TERRAIN_BROAD_001 | EVD_JRN_R15_B01_CLT_CAUCASUS_HIGHLAND_GEORGIAN_NORTH_CAUCASIAN_TERRAIN_SPECIFIC_001,4,BRD_HUMAN_CAUCASUS_HIGHLAND_GEORGIAN_NORTH_CAUCASIAN_GEORGIAN | BRD_HUMAN_CAUCASUS_HIGHLAND_GEORGIAN_NORTH_CAUCASIAN_LAZ_GEORGIAN | BRD_HUMAN_CAUCASUS_HIGHLAND_GEORGIAN_NORTH_CAUCASIAN_LEZGIN | BRD_HUMAN_CAUCASUS_HIGHLAND_GEORGIAN_NORTH_CAUCASIAN_NORTH_CAUCASIAN
CLT_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA,HUMAN_CULTURE,HUMAN,R17,H05,BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_BAGANDA | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_BAKONGO | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_BAMILEKE | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_BANYANKOLE_BUNYORO | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_BETI_FANG | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_BUBI | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_EQUATORIAN_BANTU | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_FANG | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_FOREST_PEOPLES | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_GBAYA_BANDA | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_HUTU_TUTSI | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_KINYARWANDA_KIRUNDI | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_KONGO | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_KONGO_TEKE | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_LUBA_LUNDA | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_MBUNDU_OVIMBUNDU | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_MYENE | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_TWA | BRD_HUMAN_CONGOLESE,COLLECTIVE_MEMORY_LIVING_MEMORIAL_CONFLICT,MOUNTAIN | GRASSLAND | FRESHWATER | BUILT_ENVIRONMENT,PLATEAU | SAVANNA | CITY | TEMPLE | RIVER,SIMULATION_READY,EVD_JRN_R17_B01_CLT_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_PERSONALITY_ID_001 | EVD_JRN_R17_B01_CLT_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_TERRAIN_BROAD_001 | EVD_JRN_R17_B01_CLT_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_TERRAIN_SPECIFIC_001,19,BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_BAGANDA | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_BAKONGO | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_BAMILEKE | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_BANYANKOLE_BUNYORO | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_BETI_FANG | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_BUBI | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_EQUATORIAN_BANTU | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_FANG | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_FOREST_PEOPLES | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_GBAYA_BANDA | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_HUTU_TUTSI | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_KINYARWANDA_KIRUNDI | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_KONGO | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_KONGO_TEKE | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_LUBA_LUNDA | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_MBUNDU_OVIMBUNDU | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_MYENE | BRD_HUMAN_CENTRAL_AND_GREAT_LAKES_AFRICAN_KONGO_BANTU_TWA_TWA | BRD_HUMAN_CONGOLESE
CLT_CENTRAL_SAHARA_TOUBOU_TEBU,HUMAN_CULTURE,HUMAN,R11,H17,BRD_HUMAN_CENTRAL_SAHARA_TOUBOU_TEBU_TEBU | BRD_HUMAN_CENTRAL_SAHARA_TOUBOU_TEBU_TOUBOU,EXILE_NOMADIC_CONTINUITY_EXPRESSION,DESERT | MOUNTAIN,HOT_DESERT | OASIS | PLATEAU,SIMULATION_READY,EVD_JRN_R11_B01_CLT_CENTRAL_SAHARA_TOUBOU_TEBU_PERSONALITY_ID_001 | EVD_JRN_R11_B01_CLT_CENTRAL_SAHARA_TOUBOU_TEBU_TERRAIN_BROAD_001 | EVD_JRN_R11_B01_CLT_CENTRAL_SAHARA_TOUBOU_TEBU_TERRAIN_SPECIFIC_001,2,BRD_HUMAN_CENTRAL_SAHARA_TOUBOU_TEBU_TEBU | BRD_HUMAN_CENTRAL_SAHARA_TOUBOU_TEBU_TOUBOU
CLT_CHAD_SUDAN_INTERIOR,HUMAN_CULTURE,HUMAN,R14,H11,BRD_HUMAN_CHAD_SUDAN_INTERIOR_CHADIAN_ARAB | BRD_HUMAN_CHAD_SUDAN_INTERIOR_FUR_ZAGHAWA | BRD_HUMAN_CHAD_SUDAN_INTERIOR_SARA | BRD_HUMAN_CHAD_SUDAN_INTERIOR_SUDANESE_ARAB,BOUNDARIES_LAND_BOUNDARY_WOUND,DESERT | GRASSLAND | WETLAND | FRESHWATER,HOT_DESERT | STEPPE | SAVANNA | LAKE | RIVER | FLOODPLAIN,SIMULATION_READY,EVD_JRN_R14_B02_CLT_CHAD_SUDAN_INTERIOR_PERSONALITY_ID_001 | EVD_JRN_R14_B02_CLT_CHAD_SUDAN_INTERIOR_TERRAIN_BROAD_001 | EVD_JRN_R14_B02_CLT_CHAD_SUDAN_INTERIOR_TERRAIN_SPECIFIC_001,4,BRD_HUMAN_CHAD_SUDAN_INTERIOR_CHADIAN_ARAB | BRD_HUMAN_CHAD_SUDAN_INTERIOR_FUR_ZAGHAWA | BRD_HUMAN_CHAD_SUDAN_INTERIOR_SARA | BRD_HUMAN_CHAD_SUDAN_INTERIOR_SUDANESE_ARAB
CLT_DINE_NAVAJO,HUMAN_CULTURE,HUMAN,R01,H02,BRD_HUMAN_DINE_NAVAJO_DINE | BRD_HUMAN_DINE_NAVAJO_DINE_NAVAJO,EXILE_FORCED_MIGRATION_WOUND,DESERT | MOUNTAIN,PLATEAU | WOODLAND,SIMULATION_READY,EVD_JRN_R01_B02_CLT_DINE_NAVAJO_PERSONALITY_ID_001 | EVD_JRN_R01_B02_CLT_DINE_NAVAJO_TERRAIN_BROAD_001 | EVD_JRN_R01_B02_CLT_DINE_NAVAJO_TERRAIN_SPECIFIC_001,2,BRD_HUMAN_DINE_NAVAJO_DINE | BRD_HUMAN_DINE_NAVAJO_DINE_NAVAJO
CLT_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN,HUMAN_CULTURE,HUMAN,R04,H08,BRD_HUMAN_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_CHAGA | BRD_HUMAN_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_COMORIAN | BRD_HUMAN_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_KIKUYU_KAMBA | BRD_HUMAN_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_MAHORAN | BRD_HUMAN_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_SUKUMA_NYAMWEZI | BRD_HUMAN_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_SWAHILI | BRD_HUMAN_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_SWAHILI_COAST,CONTROL_ENVIRONMENT_ENGINEERING_EXPRESSION,COASTAL | OCEAN | FOREST | BUILT_ENVIRONMENT,CITY | RUINS | FOREST_EDGE,SIMULATION_READY,EVD_JRN_R04_B01_CLT_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_PERSONALITY_ID_001 | EVD_JRN_R04_B01_CLT_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_TERRAIN_BROAD_001 | EVD_JRN_R04_B01_CLT_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_TERRAIN_SPECIFIC_001,7,BRD_HUMAN_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_CHAGA | BRD_HUMAN_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_COMORIAN | BRD_HUMAN_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_KIKUYU_KAMBA | BRD_HUMAN_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_MAHORAN | BRD_HUMAN_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_SUKUMA_NYAMWEZI | BRD_HUMAN_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_SWAHILI | BRD_HUMAN_EAST_AFRICAN_BANTU_SWAHILI_COMORIAN_SWAHILI_COAST
CLT_EDO_BENIN_NIGER_DELTA,HUMAN_CULTURE,HUMAN,R17,H05,BRD_HUMAN_EDO_BENIN_NIGER_DELTA_EDO | BRD_HUMAN_EDO_BENIN_NIGER_DELTA_EDO_BENIN | BRD_HUMAN_EDO_BENIN_NIGER_DELTA_NIGER_DELTA | BRD_HUMAN_NIGERIAN,CONTROL_ENVIRONMENT_ENGINEERING_EXPRESSION,FOREST | WETLAND | FRESHWATER | BUILT_ENVIRONMENT,RAIN_FOREST | SWAMP | DELTA | CITY | VILLAGE | SOIL,SIMULATION_READY,EVD_JRN_R17_B01_CLT_EDO_BENIN_NIGER_DELTA_PERSONALITY_ID_001 | EVD_JRN_R17_B01_CLT_EDO_BENIN_NIGER_DELTA_TERRAIN_BROAD_001 | EVD_JRN_R17_B01_CLT_EDO_BENIN_NIGER_DELTA_TERRAIN_SPECIFIC_001,4,BRD_HUMAN_EDO_BENIN_NIGER_DELTA_EDO | BRD_HUMAN_EDO_BENIN_NIGER_DELTA_EDO_BENIN | BRD_HUMAN_EDO_BENIN_NIGER_DELTA_NIGER_DELTA | BRD_HUMAN_NIGERIAN
CLT_EGYPTIAN_COPTIC,HUMAN_CULTURE,HUMAN,R11,H17,BRD_HUMAN_EGYPTIAN | BRD_HUMAN_EGYPTIAN_COPTIC_COPTIC | BRD_HUMAN_EGYPTIAN_COPTIC_EGYPTIAN_ARAB | BRD_HUMAN_EGYPTIAN_COPTIC_EGYPTIAN_COPTIC,COLLECTIVE_MEMORY_LIVING_MEMORIAL_CONFLICT,DESERT | BUILT_ENVIRONMENT,HOT_DESERT | TEMPLE | RUINS | CITY,SIMULATION_READY,EVD_JRN_R11_B01_CLT_EGYPTIAN_COPTIC_PERSONALITY_ID_001 | EVD_JRN_R11_B01_CLT_EGYPTIAN_COPTIC_TERRAIN_BROAD_001 | EVD_JRN_R11_B01_CLT_EGYPTIAN_COPTIC_TERRAIN_SPECIFIC_001,4,BRD_HUMAN_EGYPTIAN | BRD_HUMAN_EGYPTIAN_COPTIC_COPTIC | BRD_HUMAN_EGYPTIAN_COPTIC_EGYPTIAN_ARAB | BRD_HUMAN_EGYPTIAN_COPTIC_EGYPTIAN_COPTIC
CLT_ENGLISH_ANGLO,HUMAN_CULTURE,HUMAN,R03,H24,BRD_HUMAN_AMERICAN | BRD_HUMAN_AUSTRALIAN | BRD_HUMAN_CANADIAN | BRD_HUMAN_ENGLISH_ANGLO_ANGLO_AMERICAN | BRD_HUMAN_ENGLISH_ANGLO_ANGLO_AUSTRALIAN | BRD_HUMAN_ENGLISH_ANGLO_ANGLO_SOUTH_AFRICAN | BRD_HUMAN_ENGLISH_ANGLO_ASCENSION_ISLANDER | BRD_HUMAN_ENGLISH_ANGLO_ENGLISH | BRD_HUMAN_ENGLISH_ANGLO_ENGLISH_CANADIAN | BRD_HUMAN_ENGLISH_ANGLO_FALKLAND_ISLANDER | BRD_HUMAN_ENGLISH_ANGLO_GUERNSEY_ENGLISH | BRD_HUMAN_ENGLISH_ANGLO_JERSEY_ENGLISH | BRD_HUMAN_ENGLISH_ANGLO_PAKEHA | BRD_HUMAN_ENGLISH_ANGLO_SAINT_HELENIAN | BRD_HUMAN_ENGLISH_ANGLO_TRISTANIAN | BRD_HUMAN_NEW_ZEALANDER,CONTROL_ENVIRONMENT_ENGINEERING_EXPRESSION,FRESHWATER | BUILT_ENVIRONMENT,RIVER | MINE | WORKSHOP,SIMULATION_READY,EVD_JRN_R03_B01_CLT_ENGLISH_ANGLO_PERSONALITY_ID_001 | EVD_JRN_R03_B01_CLT_ENGLISH_ANGLO_TERRAIN_BROAD_001 | EVD_JRN_R03_B01_CLT_ENGLISH_ANGLO_TERRAIN_SPECIFIC_001,16,BRD_HUMAN_AMERICAN | BRD_HUMAN_AUSTRALIAN | BRD_HUMAN_CANADIAN | BRD_HUMAN_ENGLISH_ANGLO_ANGLO_AMERICAN | BRD_HUMAN_ENGLISH_ANGLO_ANGLO_AUSTRALIAN | BRD_HUMAN_ENGLISH_ANGLO_ANGLO_SOUTH_AFRICAN | BRD_HUMAN_ENGLISH_ANGLO_ASCENSION_ISLANDER | BRD_HUMAN_ENGLISH_ANGLO_ENGLISH | BRD_HUMAN_ENGLISH_ANGLO_ENGLISH_CANADIAN | BRD_HUMAN_ENGLISH_ANGLO_FALKLAND_ISLANDER | BRD_HUMAN_ENGLISH_ANGLO_GUERNSEY_ENGLISH | BRD_HUMAN_ENGLISH_ANGLO_JERSEY_ENGLISH | BRD_HUMAN_ENGLISH_ANGLO_PAKEHA | BRD_HUMAN_ENGLISH_ANGLO_SAINT_HELENIAN | BRD_HUMAN_ENGLISH_ANGLO_TRISTANIAN | BRD_HUMAN_NEW_ZEALANDER
CLT_ETHIOPIAN_ERITREAN_HIGHLANDS_AND_SOUTH,HUMAN_CULTURE,HUMAN,R04,H08,BRD_HUMAN_ETHIOPIAN | BRD_HUMAN_ETHIOPIAN_ERITREAN_HIGHLANDS_AND_SOUTH_AMHARA_TIGRAYAN | BRD_HUMAN_ETHIOPIAN_ERITREAN_HIGHLANDS_AND_SOUTH_HABESHA_ETHIOPIAN_HIGHLAND | BRD_HUMAN_ETHIOPIAN_ERITREAN_HIGHLANDS_AND_SOUTH_OMOTIC_SIDAMA | BRD_HUMAN_ETHIOPIAN_ERITREAN_HIGHLANDS_AND_SOUTH_TIGRE | BRD_HUMAN_ETHIOPIAN_ERITREAN_HIGHLANDS_AND_SOUTH_TIGRINYA,COLLECTIVE_MEMORY_TECHNIQUE_TRADITION,MOUNTAIN | FOREST | FRESHWATER | GRASSLAND,MONTANE_FOREST | FARMLAND | PLATEAU | RIVER,SIMULATION_READY,EVD_JRN_R04_B01_CLT_ETHIOPIAN_ERITREAN_HIGHLANDS_AND_SOUTH_PERSONALITY_ID_001 | EVD_JRN_R04_B01_CLT_ETHIOPIAN_ERITREAN_HIGHLANDS_AND_SOUTH_TERRAIN_BROAD_001 | EVD_JRN_R04_B01_CLT_ETHIOPIAN_ERITREAN_HIGHLANDS_AND_SOUTH_TERRAIN_SPECIFIC_001,6,BRD_HUMAN_ETHIOPIAN | BRD_HUMAN_ETHIOPIAN_ERITREAN_HIGHLANDS_AND_SOUTH_AMHARA_TIGRAYAN | BRD_HUMAN_ETHIOPIAN_ERITREAN_HIGHLANDS_AND_SOUTH_HABESHA_ETHIOPIAN_HIGHLAND | BRD_HUMAN_ETHIOPIAN_ERITREAN_HIGHLANDS_AND_SOUTH_OMOTIC_SIDAMA | BRD_HUMAN_ETHIOPIAN_ERITREAN_HIGHLANDS_AND_SOUTH_TIGRE | BRD_HUMAN_ETHIOPIAN_ERITREAN_HIGHLANDS_AND_SOUTH_TIGRINYA
CLT_FINNIC,HUMAN_CULTURE,HUMAN,R07,H21,BRD_HUMAN_FINNIC_ESTONIAN | BRD_HUMAN_FINNIC_FINNISH | BRD_HUMAN_FINNIC_SWEDISH_FINN | BRD_HUMAN_FINNIC_TORNEDALIAN,COLLECTIVE_MEMORY_TECHNIQUE_TRADITION,GENERALIST,GENERALIST,SIMULATION_READY,EVD_JRN_R07_B01_CLT_FINNIC_PERSONALITY_ID_001 | EVD_JRN_R07_B01_CLT_FINNIC_TERRAIN_BROAD_001 | EVD_JRN_R07_B01_CLT_FINNIC_TERRAIN_SPECIFIC_001,4,BRD_HUMAN_FINNIC_ESTONIAN | BRD_HUMAN_FINNIC_FINNISH | BRD_HUMAN_FINNIC_SWEDISH_FINN | BRD_HUMAN_FINNIC_TORNEDALIAN
CLT_FRANCOPHONE_CARIBBEAN_CREOLE,HUMAN_CULTURE,HUMAN,R17,H23,BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_DOMINICAN_CREOLE | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_FRENCH_CREOLE | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_GUADELOUPEAN_CREOLE | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_GUIANESE_CREOLE | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_HAITIAN | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_HAITIAN_KREYOL | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_MARTINICAN_CREOLE | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_SAINT_LUCIAN | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_SAINT_MARTINOIS,POWER_COLONIAL_POWER_WOUND,MOUNTAIN | COASTAL | FOREST | BUILT_ENVIRONMENT,CLIFF | MONTANE_FOREST | COASTAL_CLIFF | CITY | CASTLE | RUINS,SIMULATION_READY,EVD_JRN_R17_B01_CLT_FRANCOPHONE_CARIBBEAN_CREOLE_PERSONALITY_ID_001 | EVD_JRN_R17_B01_CLT_FRANCOPHONE_CARIBBEAN_CREOLE_TERRAIN_BROAD_001 | EVD_JRN_R17_B01_CLT_FRANCOPHONE_CARIBBEAN_CREOLE_TERRAIN_SPECIFIC_001,9,BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_DOMINICAN_CREOLE | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_FRENCH_CREOLE | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_GUADELOUPEAN_CREOLE | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_GUIANESE_CREOLE | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_HAITIAN | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_HAITIAN_KREYOL | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_MARTINICAN_CREOLE | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_SAINT_LUCIAN | BRD_HUMAN_FRANCOPHONE_CARIBBEAN_CREOLE_SAINT_MARTINOIS
CLT_FRENCH_FRANCOPHONE,HUMAN_CULTURE,HUMAN,R03,H24,BRD_HUMAN_FRENCH_FRANCOPHONE_CALDOCHE | BRD_HUMAN_FRENCH_FRANCOPHONE_FRENCH | BRD_HUMAN_FRENCH_FRANCOPHONE_GUERNESIAIS | BRD_HUMAN_FRENCH_FRANCOPHONE_JERRIAIS | BRD_HUMAN_FRENCH_FRANCOPHONE_LOUISIANA_CREOLE_CAJUN | BRD_HUMAN_FRENCH_FRANCOPHONE_MONEGASQUE | BRD_HUMAN_FRENCH_FRANCOPHONE_OCCITAN | BRD_HUMAN_FRENCH_FRANCOPHONE_QUEBECOIS_ACADIAN | BRD_HUMAN_FRENCH_FRANCOPHONE_SAINT_PIERRAIS | BRD_HUMAN_FRENCH_FRANCOPHONE_SWISS_FRENCH | BRD_HUMAN_FRENCH_FRANCOPHONE_WALLOON,COLLECTIVE_MEMORY_TECHNIQUE_TRADITION,MOUNTAIN | GRASSLAND,FARMLAND | VILLAGE,SIMULATION_READY,EVD_JRN_R03_B01_CLT_FRENCH_FRANCOPHONE_PERSONALITY_ID_001 | EVD_JRN_R03_B01_CLT_FRENCH_FRANCOPHONE_TERRAIN_BROAD_001 | EVD_JRN_R03_B01_CLT_FRENCH_FRANCOPHONE_TERRAIN_SPECIFIC_001,11,BRD_HUMAN_FRENCH_FRANCOPHONE_CALDOCHE | BRD_HUMAN_FRENCH_FRANCOPHONE_FRENCH | BRD_HUMAN_FRENCH_FRANCOPHONE_GUERNESIAIS | BRD_HUMAN_FRENCH_FRANCOPHONE_JERRIAIS | BRD_HUMAN_FRENCH_FRANCOPHONE_LOUISIANA_CREOLE_CAJUN | BRD_HUMAN_FRENCH_FRANCOPHONE_MONEGASQUE | BRD_HUMAN_FRENCH_FRANCOPHONE_OCCITAN | BRD_HUMAN_FRENCH_FRANCOPHONE_QUEBECOIS_ACADIAN | BRD_HUMAN_FRENCH_FRANCOPHONE_SAINT_PIERRAIS | BRD_HUMAN_FRENCH_FRANCOPHONE_SWISS_FRENCH | BRD_HUMAN_FRENCH_FRANCOPHONE_WALLOON
CLT_GARIFUNA,HUMAN_CULTURE,HUMAN,R21,H07,BRD_HUMAN_GARIFUNA_GARIFUNA,COLLECTIVE_MEMORY_TECHNIQUE_TRADITION,COASTAL | OCEAN | GRASSLAND | BUILT_ENVIRONMENT,ISLAND | PELAGIC | FARMLAND | VILLAGE,SIMULATION_READY,EVD_JRN_R21_B01_CLT_GARIFUNA_PERSONALITY_ID_001 | EVD_JRN_R21_B01_CLT_GARIFUNA_TERRAIN_BROAD_001 | EVD_JRN_R21_B01_CLT_GARIFUNA_TERRAIN_SPECIFIC_001,1,BRD_HUMAN_GARIFUNA_GARIFUNA
